Muscle Group,Exercise Name,Equipment,Video Links,Difficulty,Force,Grips,Mechanic,Instructions
Lats,Band Squat Hold Row,Band,"https://media.musclewiki.com/media/uploads/videos/branded/male-Band-band-squat-hold-row-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Band-band-squat-hold-row-front.mp4#t=0.1",Novice,Pull,,Compound,1. Anchor the band to a stable point. | 2. Take a half squat position and hold there. | 3. Perform a row while holding the squat position.
Lats,Band Squat Hold Single Arm Row,Band,"https://media.musclewiki.com/media/uploads/videos/branded/male-Band-band-squat-hold-single-arm-row-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Band-band-squat-hold-single-arm-row-front.mp4#t=0.1",Novice,Pull,Neutral,Compound,1. Anchor the band to a stable point and take a half squat position. | 2. Hold the band loop in one hand and pull your elbow straight back.
Lats,Band Single Arm Row,Band,"https://media.musclewiki.com/media/uploads/videos/branded/male-Band-band-single-arm-row-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Band-band-single-arm-row-front.mp4#t=0.1",Novice,Pull,Neutral,Compound,1. Anchor band to a stable point. | 2. Step back until there is no slack in the band and hold the end of the band with one hand. | 3. Pull through the elbow straight back.
Lats,Band Single Arm Pulldown,Band,"https://media.musclewiki.com/media/uploads/videos/branded/male-Band-band-single-arm-pulldown-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Band-band-single-arm-pulldown-side.mp4#t=0.1",Novice,Pull,Neutral,Compound,1. Anchor the band to a high point. Go into a seated position. | 2. Grab the loop of the band and pull your upper arm to your side.
Lats,Machine Chest Supported T Bar Row,Machine,"https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-chest-supported-t-bar-row-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-chest-supported-t-bar-row-front.mp4#t=0.1",Novice,Pull,"Overhand: Pronated, Underhand: Supinated, Neutral",Compound,1. Lay on the chest pad and grab the handles. Lift the bar out of the holding hook. | 2. Pull the bar to your chest and then fully extend your elbows at the bottom of each rep.
Lats,Machine Plate Loaded Pulldown,Machine,"https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-plate-loaded-pulldown-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-plate-loaded-pulldown-side.mp4#t=0.1",Novice,Pull,Overhand: Pronated,Compound,"1. Grip the handles with the palms facing down. | 2. Sit on the machine and press your knees into the knee pad. | 3. Pull the handles until your upper arm is even with your torso, or just behind your torso. | 4. Extend until your elbows are fully extended before initiating the next rep."
Lats,Machine Plate Loaded Row,Machine,"https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-plate-loaded-row-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-plate-loaded-row-front.mp4#t=0.1",Novice,Pull,Underhand: Supinated,Compound,"1. Sit on the machine, feet flat, and grab the handles. | 2. Pull handles towards your lower abdomen, squeezing your shoulder blades together. Keep elbows close to your body. | 3. Slowly return to the starting position, fully extending your arms without locking elbows. Repeat for desired reps."
Lats,Machine Plate Loaded Seal Row,Machine,"https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-plate-loaded-seal-row-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-plate-loaded-seal-row-front.mp4#t=0.1",Novice,Pull,"Overhand: Pronated, Underhand: Supinated, Neutral",Compound,"1. Lay on the chest after adjusting the height off the bar holding hooks to match your arm length. | 2. Remove the bar from the hooks, then initiate the set. | 3. Pull the bar straight back, then lower to the start position. Fully extend your elbows at the bottom of each rep. | 4. Lay on the chest after adjusting the height off the bar holding hooks to match your arm length. | 5. Remove the bar from the hooks, then initiate the set. | 6. Pull the bar straight back, then lower to the start position. Fully extend your elbows at the bottom of each rep."
Lats,Machine Plate Loaded T Bar Row,Machine,"https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-plate-loaded-t-bar-row-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-plate-loaded-t-bar-row-side.mp4#t=0.1",Novice,Pull,"Overhand: Pronated, Underhand: Supinated, Neutral",Compound,1. Hinge forward while keeping your back flat. | 2. Grab the handles and pull the weight toward your chest. | 3. Make sure to fully extend your elbows at the bottom of each rep. Also make sure to not use momentum.
Lats,Machine Pullover,Machine,"https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-pullover-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-pullover-front.mp4#t=0.1",Novice,Pull,-,Isolation,1. Adjust the seating pad for your height. | 2. Place your elbows on the elbow pad. Pull the bar forward until it nearly touches your stomach.
Lats,Cable Kayak Row,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-kayak-row-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-kayak-row-front.mp4#t=0.1",Beginner,Pull,Overhand: Pronated,Isolation,1. Use a bar attachment. Cable should be set all the way to the top of the machine. | 2. Grab your attachment and walk a few steps back. Push your butt back to where you are leaning forward somewhat. | 3. Initiate the movement with your shoulders and not your elbows. Bring one arm to your side. | 4. You can either alternate sides or do one side at a time.
Lats,Gironda Chin Up,Bodyweight,"https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-gironda-chin-up-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-gironda-chin-up-front.mp4#t=0.1",Advanced,Pull,Underhand: Supinated,Compound,"1. Grab the bar shoulder width apart with a supinated grip (palms facing you) | 2. With your body hanging and arms fully extended, pull yourself up and lean backwards. Try to touch your chest to the bar. | 3. Slowly return to starting position. Repeat."
Lats,Ring Chin Up,Bodyweight,"https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-ring-chin-up-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-ring-chin-up-front.mp4#t=0.1",Intermediate,Pull,Underhand: Supinated,Compound,"1. Grab the rings shoulder width apart with a supinated grip (palms facing you) | 2. With your body hanging and arms fully extended, pull yourself up until your chin is past the rings. | 3. Slowly return to starting position. Repeat."
Lats,Ring Pull Up,Bodyweight,"https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-ring-pull-up-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-ring-pull-up-side.mp4#t=0.1",Advanced,Pull,Overhand: Pronated,Compound,"1. Grasp the rings with an overhand grip, arms and shoulders fully extended. | 2. Pull your body up until your chin is above the rings. | 3. Lower your body back to starting position."
Lats,Ring Twisting Chin Up,Bodyweight,"https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-ring-twisting-chin-up-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-ring-twisting-chin-up-front.mp4#t=0.1",Advanced,Pull,Underhand: Supinated,Compound,"1. Grab the rings shoulder width apart with a pronated grip (palms facing away). | 2. With your body hanging and arms fully extended, pull yourself up and rotate your fists until your chin is past the rings. | 3. Slowly return to starting position. Repeat."
Shoulders,Dumbbell Lateral Raise,Dumbbells,"https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-lateral-raise-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-lateral-raise-side.mp4#t=0.1",Novice,Pull,,Isolation,"1. Stand up straight with dumbbells at either side, palms facing your hips. | 2. Raise your arms on either side with a slight bend in your elbow until they are parallel with the floor. Pause at the top of the motion. | 3. Slowly return your arms down to starting position."
Shoulders,Dumbbell Rear Delt Fly,Dumbbells,"https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-rear-delt-fly-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-rear-delt-fly-front.mp4#t=0.1",Beginner,,,,"1. With dumbbells in either hand, bend your knees with your feet slightly bowed out. Arch your back above your knees, and start with the weights touching in front of your chest. | 2. With bent elbows, raise your arms up to shoulder level, pausing at the at the end of the motion. | 3. Slowly lower your arms back to starting position."
Shoulders,Cable Rope Face Pulls,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-face-pulls-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-face-pulls-side.mp4#t=0.1",Novice,Pull,Overhand: Pronated,Isolation,"1. Facing the pulley, pull the weight towards you while keeping your arms parallel to the ground. | 2. Pull your hands back to both sides of your head and hold the position. | 3. Slowly return weight to starting position. Repeat."
Shoulders,Dumbbell Seated Overhead Press,Dumbbells,"https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-seated-overhead-press-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-seated-overhead-press-side.mp4#t=0.1",Novice,Push,Overhand: Pronated,Compound,1. Sit on a bench with back support. Raise the dumbbells to shoulder height with your palms forward. | 2. Raise the dumbbells upwards and pause at the contracted position. | 3. Lower the weights back to starting position.
Shoulders,Dumbbell Front Raise,Dumbbells,"https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-front-raise-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-front-raise-front.mp4#t=0.1",Novice,Push,Overhand: Pronated,Isolation,1. Grab two dumbbells while standing upright with the dumbbells at your side. | 2. Raise the two dumbbells with your elbows being fully extended until the dumbbells are eye level. | 3. Lower the weights in a controlled manner to the starting position and repeat.
Shoulders,Dumbbell Seated Rear Delt Fly,Dumbbells,"https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-seated-rear-delt-fly-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-seated-rear-delt-fly-front.mp4#t=0.1",Novice,,,,"1. With dumbbells in either hand, bend your knees with your feet slightly bowed out. Arch your back above your knees, and start with the weights touching in front of your chest. | 2. With bent elbows, raise your arms up to shoulder level, pausing at the at the end of the motion. | 3. Slowly lower your arms back to starting position."
Shoulders,Kettlebell Rear Delt Row,Kettlebells,"https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-rear-delt-row-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-rear-delt-row-side.mp4#t=0.1",Novice,Pull,,Compound,"1. Stand with your feet shoulder width apart, holding the kettlebell with both hands in front of your thighs. | 2. Bend forward at the hips bringing the kettlebell to the floor while you slightly bend your knees, keeping your back straight. | 3. Lift the kettlebell upwards towards your upper chest and then lower the kettlebell- repeat."
Shoulders,Kettlebell Front Raise,Kettlebells,"https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-front-raise-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-front-raise-side.mp4#t=0.1",Novice,Push,,Isolation,"1. Stand up straight with feet shoulder width apart, holding the kettlebell in front of your pelvis. | 2. Keeping arms straight, raise the kettlebell slightly higher than head level. | 3. Return to the starting position and repeat."
Shoulders,Kettlebell Single Arm Rear Delt Fly,Kettlebells,"https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-single-arm-rear-delt-fly-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-single-arm-rear-delt-fly-front.mp4#t=0.1",Intermediate,,,,"1. Stand with your feet shoulder width apart holding the kettlebell with both hands in front of your thighs. | 2. Bend forward at the hips bringing the kettlebell to the floor while you slightly bend your knees, keeping your back straight. | 3. Bring one arm behind you and rest this arm on your back. With the other arm, hold the kettlebell at arms length close to the floor. | 4. Swing the kettlebell out and up towards the side of your body and then return to centre. Repeat."
Shoulders,Kettlebell Long Lever Lateral Raise,Kettlebells,"https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-long-lever-lateral-raise-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-long-lever-lateral-raise-side.mp4#t=0.1",Intermediate,,,,"1. Stand with feet shoulder width apart holding a kettlebell with one hand at your side. | 2. Keeping your arm straight, swing the kettlebell up and out, away from your body to around head height, holding on to the kettlebell firmly so it does not change position in your hand. | 3. Return to the starting position and repeat."
Shoulders,Kettlebell Single Arm Lateral Raise,Kettlebells,"https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-single-arm-lateral-raise-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-single-arm-lateral-raise-side.mp4#t=0.1",Beginner,,,,"1. Stand with feet shoulder width apart holding a kettlebell with one hand at your side. | 2. Keeping your arm straight, swing the kettlebell up and out, away from your body to around head height. | 3. Return to the starting position and repeat."
